迁入省份,迁入城市,0201,0202,0203,0204,0205,0206,0207,0208,0209,0210,0211,0212,0213,0214,0215,0216,0217,0218,0219,0220,0221,0222,0223,0224,0225,0226,0227,0228,0229
浙江省,宁波市,0.14,0.16,0.16,0.13,0.13,0.13,0.15,0.14,0.15,0.19,0.15,0.17,0.16,0.14,0.14,0.15,0.15,0.17,0.16,0.16,0.17,0.2,0.19,0.18,0.16,0.18,0.17,0.16,0.18
四川省,遂宁市,0.14,0.15,0.16,0.13,0.13,0.13,0.15,0.14,0.15,0.19,0.14,0.17,0.16,0.13,0.14,0.14,0.15,0.17,0.16,0.16,0.17,0.2,0.19,0.18,0.15,0.18,0.17,0.16,0.18
广西壮族自治区,南宁市,0.14,0.15,0.16,0.13,0.13,0.13,0.15,0.14,0.15,0.19,0.14,0.16,0.16,0.13,0.14,0.14,0.15,0.16,0.15,0.15,0.17,0.2,0.19,0.18,0.15,0.18,0.17,0.16,0.18
河北省,邢台市,0.14,0.15,0.15,0.13,0.13,0.13,0.14,0.14,0.15,0.19,0.14,0.16,0.16,0.13,0.14,0.14,0.15,0.16,0.15,0.15,0.16,0.2,0.19,0.17,0.15,0.17,0.16,0.16,0.17
甘肃省,庆阳市,0.13,0.15,0.15,0.12,0.13,0.13,0.14,0.14,0.15,0.19,0.14,0.16,0.15,0.13,0.14,0.14,0.14,0.16,0.15,0.15,0.16,0.2,0.19,0.16,0.15,0.17,0.16,0.16,0.17
湖南省,怀化市,0.13,0.15,0.15,0.12,0.13,0.13,0.14,0.13,0.15,0.18,0.14,0.15,0.15,0.13,0.13,0.14,0.14,0.16,0.15,0.15,0.16,0.19,0.19,0.16,0.15,0.16,0.16,0.15,0.17
广东省,珠海市,0.13,0.15,0.15,0.12,0.12,0.12,0.14,0.13,0.15,0.16,0.13,0.15,0.15,0.13,0.13,0.14,0.14,0.15,0.15,0.15,0.16,0.19,0.18,0.16,0.14,0.16,0.16,0.15,0.17
山东省,青岛市,0.13,0.15,0.15,0.12,0.12,0.12,0.13,0.13,0.14,0.16,0.13,0.15,0.15,0.13,0.13,0.14,0.14,0.15,0.15,0.15,0.16,0.18,0.18,0.16,0.14,0.16,0.16,0.14,0.17
陕西省,延安市,0.13,0.15,0.15,0.11,0.12,0.12,0.13,0.12,0.14,0.16,0.13,0.15,0.15,0.13,0.13,0.13,0.14,0.15,0.14,0.15,0.16,0.18,0.17,0.15,0.13,0.16,0.16,0.14,0.16
河南省,濮阳市,0.13,0.14,0.14,0.11,0.12,0.12,0.13,0.12,0.14,0.16,0.13,0.14,0.15,0.12,0.13,0.13,0.14,0.15,0.14,0.15,0.16,0.18,0.17,0.15,0.13,0.16,0.15,0.14,0.16
山东省,济宁市,0.13,0.14,0.14,0.11,0.12,0.11,0.13,0.12,0.14,0.16,0.13,0.14,0.14,0.12,0.12,0.13,0.13,0.14,0.14,0.14,0.15,0.18,0.17,0.14,0.13,0.16,0.15,0.14,0.16
四川省,内江市,0.13,0.14,0.14,0.11,0.12,0.11,0.12,0.12,0.14,0.16,0.13,0.14,0.14,0.12,0.12,0.12,0.13,0.14,0.14,0.14,0.15,0.18,0.17,0.14,0.13,0.16,0.15,0.14,0.15
江苏省,南通市,0.12,0.14,0.13,0.11,0.12,0.11,0.12,0.12,0.13,0.16,0.12,0.14,0.14,0.12,0.12,0.12,0.13,0.14,0.14,0.14,0.13,0.18,0.17,0.14,0.13,0.15,0.15,0.14,0.15
贵州省,安顺市,0.12,0.13,0.13,0.11,0.12,0.11,0.12,0.12,0.13,0.16,0.12,0.14,0.14,0.12,0.12,0.12,0.12,0.14,0.13,0.14,0.13,0.18,0.17,0.14,0.13,0.15,0.14,0.14,0.15
山东省,德州市,0.12,0.13,0.13,0.1,0.12,0.11,0.12,0.12,0.13,0.16,0.12,0.13,0.13,0.11,0.12,0.12,0.12,0.14,0.13,0.14,0.13,0.18,0.16,0.14,0.13,0.15,0.14,0.13,0.15
